protein_id,clade,length,pfam_id,taxa_id
A0A1I8I0V2,E,1173,PF07859,282301
A0A1I8I292,E,270,PF07679,282301
A0A1I8IGP8,E,596,PF13833,282301
A0A1I8J049,E,449,PF16064,282301
A0A1I8J1G2,E,4638,mobidb-lite,282301
A0A1I8J6K7,E,1812,mobidb-lite,282301
A0A1I8J6Z6,E,135,PF01822,282301
A0A1I8JET4,E,3985,mobidb-lite,282301
A0A1I8JHN3,E,1555,mobidb-lite,282301
A0A1I8M131,E,518,mobidb-lite,7370
A0A1I8M4U7,E,284,PF00287,7370
A0A1I8M6Q6,E,1659,PF05000,7370
A0A1I8M6W5,E,4492,CoiledCoil,7370
A0A1I8MEK2,E,413,PF00076,7370
A0A1I8MGI9,E,892,PF00060,7370
A0A1I8MGV1,E,2563,mobidb-lite,7370
A0A1I8MJ33,E,2229,PF01590,7370
A0A1I8MJG0,E,78,PF00400,7370
A0A1I8MKG3,E,150,PF04699,7370
A0A1I8MLH8,E,2636,mobidb-lite,7370
A0A1I8MMM4,E,3875,PF00094,7370
A0A1I8MPR7,E,738,PF01436,7370
A0A1I8MRY5,E,3803,PF00028,7370
A0A1I8MTK9,E,1615,mobidb-lite,7370
A0A1I8MVF8,E,662,PF03351,7370
A0A1I8MWH3,E,810,mobidb-lite,7370
A0A1I8MYN5,E,375,mobidb-lite,7370
A0A1I8MZG5,E,976,LowComplexity,7370
A0A1I8N6N4,E,3503,mobidb-lite,7370
A0A1I8N7I2,E,420,PF00001,7370
A0A1I8NBT8,E,504,mobidb-lite,7370
A0A1I8ND78,E,524,PF00400,7370
A0A1I8NLG5,E,2552,mobidb-lite,35570
A0A1I8NNX5,E,1310,mobidb-lite,35570
A0A1I8NPB5,E,2101,mobidb-lite,35570
A0A1I8NPT6,E,731,PF02958,35570
A0A1I8NRE5,E,693,PF01344,35570
A0A1I8NRY1,E,2880,mobidb-lite,35570
A0A1I8NYV5,E,1230,mobidb-lite,35570
A0A1I8NZ53,E,25213,mobidb-lite,35570
A0A1I8P013,E,1197,PF00682,35570
A0A1I8P3X6,E,409,PF00180,35570
A0A1I8P478,E,745,PF08711,35570
A0A1I8P511,E,643,PF00769,35570
A0A1I8P566,E,1235,mobidb-lite,35570
A0A1I8P7S2,E,544,mobidb-lite,35570
A0A1I8PG49,E,1038,PF00412,35570
A0A1I8PIB0,E,1017,PF00067,35570
A0A1I8PLH5,E,2162,mobidb-lite,35570
A0A1I8PMA2,E,8865,PF00435,35570
A0A1I8PMF3,E,8881,PF00435,35570
A0A1I8PMI1,E,8884,PF00435,35570
A0A1I8PMJ8,E,544,PF00355,35570
A0A1I8PTB3,E,2548,mobidb-lite,35570
A0A1I8PTQ4,E,695,PF02469,35570
A0A1I8Q006,E,3043,mobidb-lite,35570
A0A1I8Q1U1,E,770,mobidb-lite,35570
A0A1I8Q2S0,E,1467,mobidb-lite,35570
A0A1I8Q6K5,E,2084,PF07679,35570
A0A1I8Q9E0,E,615,CoiledCoil,35570
A0A1I8QE17,E,173,PF02221,35570
A0A1I9FZL0,E,167,PF10206,6279
A0A1I9G279,E,558,PF00002,6279
A0A1I9J722,E,231,PF00115,1654949
A0A1I9LNJ4,E,647,PF00642,3702
A0A1I9P1D4,E,402,PF00016,1885044
A0A1I9SG36,E,201,PF00033,1899312
A0A1I9WJY7,E,178,PF09737,38540
A0A1I9WSV4,E,332,PF04566,1873294
A0A1I9XBT3,E,219,PF00115,1913421
A0A1J0DLD8,E,184,PF00115,241290
A0A1J0KFX1,E,130,PF00411,78263
A0A1J0MNZ2,E,149,PF00237,66012
A0A1J0MQN8,E,36,PF02532,486855
A0A1J0RAW6,E,452,mobidb-lite,5691
A0A1J1GTG3,E,730,LowComplexity,5849
A0A1J1H5Y6,E,5062,mobidb-lite,85471
A0A1J1HBU6,E,589,CoiledCoil,85471
A0A1J1HR67,E,986,mobidb-lite,568069
A0A1J1I8X1,E,2288,PF07993,568069
A0A1J1IF11,E,15766,CoiledCoil,568069
A0A1J1IFP4,E,564,PF00651,568069
A0A1J1IFZ5,E,542,PF00443,568069
A0A1J1IYD0,E,164,PF01290,568069
A0A1J1J386,E,534,mobidb-lite,568069
A0A1J1J942,E,1249,PF00626,568069
A0A1J1JA26,E,1027,mobidb-lite,568069
A0A1J3C6R6,E,852,PF13041,107243
A0A1J3CJ97,E,404,PF13041,107243
A0A1J3CQK6,E,686,PF00515,107243
A0A1J3CT45,E,88,PF02373,107243
A0A1J3CU62,E,437,mobidb-lite,107243
A0A1J3CUV0,E,109,PF07744,107243
A0A1J3CVA6,E,261,PF02183,107243
A0A1J3D001,E,76,mobidb-lite,107243
A0A1J3D0C3,E,441,PF01699,107243
A0A1J3D9V9,E,562,mobidb-lite,107243
A0A1J3DJ68,E,550,PF02637,107243
A0A1J3DN52,E,135,PF03364,107243
A0A1J3DZH5,E,777,mobidb-lite,107243
A0A1J3E292,E,367,PF00875,107243
A0A1J3E2K6,E,122,PF03016,107243
A0A1J3EA34,E,144,PF02991,107243
A0A1J3EFS9,E,232,PF08613,107243
A0A1J3EHH1,E,398,PF01467,107243
A0A1J3EN93,E,90,PF01239,107243
A0A1J3EP49,E,1786,mobidb-lite,107243
A0A1J3EPN5,E,447,mobidb-lite,107243
A0A1J3EU51,E,129,PF03107,107243
A0A1J3EYJ4,E,140,PF01535,107243
A0A1J3F4M4,E,527,mobidb-lite,107243
A0A1J3G712,E,730,mobidb-lite,107243
A0A1J3GEF7,E,86,PF14244,107243
A0A1J3GGR4,E,559,PF00564,107243
A0A1J3GKH8,E,187,PF03254,107243
A0A1J3GXL0,E,673,mobidb-lite,107243
A0A1J3GXV1,E,312,PF00249,107243
A0A1J3GYT3,E,429,PF00850,107243
A0A1J3HBL9,E,1243,PF05773,107243
A0A1J3HCT0,E,406,PF00400,107243
A0A1J3HD53,E,111,PF01535,107243
A0A1J3HD99,E,230,PF16363,107243
A0A1J3HK26,E,637,mobidb-lite,107243
A0A1J3HSD7,E,290,mobidb-lite,107243
A0A1J3HX19,E,758,PF01535,107243
A0A1J3I360,E,870,PF00400,107243
A0A1J3IHU8,E,110,PF01852,107243
A0A1J3IKB9,E,342,PF00847,107243
A0A1J3IMR0,E,213,PF03489,107243
A0A1J3IMT6,E,188,PF00201,107243
A0A1J3IPJ1,E,85,PF00271,107243
A0A1J3IYG7,E,739,PF01042,107243
A0A1J3J590,E,599,PF00514,107243
A0A1J3J9I7,E,82,PF13676,107243
A0A1J3J9M1,E,83,PF01929,107243
A0A1J3JBF2,E,919,mobidb-lite,107243
A0A1J3JHR7,E,874,CoiledCoil,107243
A0A1J3K8E1,E,1314,mobidb-lite,107243
A0A1J4J9S0,E,796,mobidb-lite,1144522
A0A1J4JBQ4,E,1814,PF15787,1144522
A0A1J4JM80,E,516,PF02366,1144522
A0A1J4JQ96,E,463,PF00069,1144522
A0A1J4JQK6,E,854,PF08238,1144522
A0A1J4JSX6,E,208,PF00071,1144522
A0A1J4JZX4,E,219,mobidb-lite,1144522
A0A1J4K753,E,412,PF00069,1144522
A0A1J4KB39,E,1732,mobidb-lite,1144522
A0A1J4KDX3,E,873,PF00069,1144522
A0A1J4KIS0,E,1225,PF05994,1144522
A0A1J4KRE8,E,588,PF00149,1144522
A0A1J4KXW7,E,767,LowComplexity,1144522
A0A1J4MEB8,E,505,PF01490,117008
A0A1J4MQT6,E,479,PF03381,117008
A0A1J4MUG6,E,716,mobidb-lite,117008
A0A1J5WW91,E,150,PF00125,1866961
A0A1J6IB33,E,731,PF00501,49451
A0A1J6ICA9,E,244,PF04755,49451
A0A1J6III7,E,453,PF07887,49451
A0A1J6J927,E,2268,mobidb-lite,49451
A0A1J6JUS3,E,659,PF01535,49451
A0A1J6JWP9,E,439,mobidb-lite,49451
A0A1J6K7R5,E,239,mobidb-lite,49451
A0A1J6KLR8,E,197,PF00170,49451
A0A1J7FR50,E,139,PF00241,3871
A0A1J7G394,E,448,PF00067,3871
A0A1J7G9Y5,E,1372,LowComplexity,3871
A0A1J7GFB0,E,1891,mobidb-lite,3871
A0A1J7GHJ4,E,339,PF04939,3871
A0A1J7GSN5,E,753,mobidb-lite,3871
A0A1J7GYX0,E,631,mobidb-lite,3871
A0A1J7H9N6,E,644,PF01150,3871
A0A1J7HJ99,E,620,mobidb-lite,3871
A0A1J7HJF3,E,1675,mobidb-lite,3871
A0A1J7HMT4,E,682,PF00005,3871
A0A1J7HNV3,E,1014,mobidb-lite,3871
A0A1J7HUG1,E,473,PF12854,3871
A0A1J7HUH0,E,952,PF01535,3871
A0A1J7HVB5,E,286,mobidb-lite,3871
A0A1J7HZR9,E,546,PF08969,3871
A0A1J7I4M6,E,853,PF00305,3871
A0A1J7I5D6,E,417,mobidb-lite,3871
A0A1J7IC96,E,221,PF00010,3871
A0A1J7IDW4,E,526,mobidb-lite,3871
A0A1J7IZ53,E,594,PF13855,3871
A0A1J8PQY8,E,216,PF00252,180088
A0A1J8PWW2,E,1476,PF00005,180088
A0A1J8PZ55,E,910,PF00472,180088
A0A1J8Q9E7,E,448,mobidb-lite,180088
A0A1J8QS86,E,689,PF00400,180088
A0A1J8QSX2,E,1000,PF10374,180088
A0A1J8RI97,E,425,PF13847,180088
A0A1J9QDI7,E,340,PF04193,1658174
A0A1J9QKP7,E,508,PF01399,1658174
A0A1J9QPK0,E,986,mobidb-lite,236234
A0A1J9QW83,E,603,PF11917,1658174
A0A1J9R404,E,858,PF00806,1658174
A0A1J9RCU4,E,180,PF13664,1658174
A0A1J9RDA5,E,83,PF05254,1658174
A0A1J9RKT2,E,553,PF08031,236234
A0A1J9S293,E,769,mobidb-lite,236234
A0A1J9S4Q5,E,377,PF01182,236234
A0A1J9S653,E,1381,mobidb-lite,236234
A0A1J9SDX3,E,1083,PF00172,236234
A0A1J9SDZ4,E,297,mobidb-lite,236234
A0A1J9SEW3,E,375,PF08240,236234
A0A1J9SMI3,E,499,PF00018,236234
A0A1K0G6K7,E,867,mobidb-lite,307758
A0A1K0G6T9,E,250,PF13460,307758
A0A1K0GCT7,E,1037,mobidb-lite,307758
A0A1K0GDV8,E,1259,PF10337,307758
A0A1K0GML9,E,1196,mobidb-lite,307758
A0A1K0GT09,E,906,mobidb-lite,307758
A0A1K0HDF1,E,148,PF01423,307758
A0A1K9Y9U1,E,871,PF05795,5855
A0A1L0AY85,E,418,mobidb-lite,56406
A0A1L0B311,E,182,PF01900,56406
A0A1L0B3D1,E,677,PF01134,56406
A0A1L0BCM0,E,210,PF00226,45354
A0A1L0BQU5,E,626,mobidb-lite,45354
A0A1L0C6H8,E,935,PF12825,45354
A0A1L0CJ24,E,1209,mobidb-lite,56406
A0A1L0CZ12,E,443,PF08711,45354
A0A1L0D413,E,1185,PF12719,45354
A0A1L0DNE2,E,544,PF01425,45354
A0A1L0DT45,E,335,CoiledCoil,45354
A0A1L0DW12,E,1750,PF15789,45354
A0A1L0G5V6,E,719,PF00069,45354
A0A1L0GA91,E,802,mobidb-lite,45354
A0A1L0GSH6,E,1309,PF02538,45354
A0A1L1RJ85,E,397,PF07647,9031
A0A1L1RK31,E,498,mobidb-lite,9031
A0A1L1RQ02,E,750,PF00028,9031
A0A1L1RR59,E,474,CoiledCoil,9031
A0A1L1RUW8,E,327,mobidb-lite,9031
A0A1L1RX65,E,316,PF00180,9031
A0A1L1VKS2,E,219,PF00115,1342085
A0A1L2BM12,E,181,PF00129,9606
A0A1L2BTH2,E,100,PF00253,119992
A0A1L2DBR1,E,193,PF02790,6204
A0A1L2F3J6,E,380,PF00033,1003209
A0A1L2JUT1,E,115,PF00115,219545
A0A1L2K1T5,E,383,PF00032,1920238
A0A1L2MB67,E,227,PF00116,9736
A0A1L3GYV1,E,154,PF00032,608549
A0A1L3MYV0,E,1774,mobidb-lite,162306
A0A1L3ZQB3,E,650,PF13041,3711
A0A1L4BMB2,E,201,PF00115,1390105
A0A1L5BWY1,E,868,PF01082,10185
A0A1L5IVY3,E,205,PF00116,1927290
A0A1L5IXQ9,E,220,PF00115,1858078
A0A1L5JE05,E,734,PF00223,382144
A0A1L5YE03,E,498,PF02874,1043716
A0A1L6BP31,E,169,PF00115,201910
A0A1L6K4N3,E,275,PF01357,118781
A0A1L6V1U6,E,498,PF02874,221256
A0A1L6Z4S8,E,237,PF00180,1926128
A0A1L7N2F4,E,611,PF00662,166741
A0A1L7NSQ9,E,496,PF00115,1846220
A0A1L7SCG8,E,593,PF00012,948311
A0A1L7SCH6,E,638,mobidb-lite,948311
A0A1L7SSU9,E,571,PF00400,192010
A0A1L7STN0,E,379,PF08577,948311
A0A1L7SWF3,E,675,PF00686,192010
A0A1L7T2Y0,E,797,mobidb-lite,192010
A0A1L7T708,E,767,mobidb-lite,192010
A0A1L7TBY2,E,357,mobidb-lite,192010
A0A1L7TDH0,E,988,PF16486,948311
A0A1L7TF31,E,2069,mobidb-lite,192010
A0A1L7TFY3,E,298,PF00106,192010
A0A1L7TNP6,E,2189,PF16418,948311
A0A1L7TQB0,E,871,PF00271,192010
A0A1L7TSW1,E,546,PF00732,948311
A0A1L7TXU6,E,1937,mobidb-lite,948311
A0A1L7U4E2,E,513,mobidb-lite,192010
A0A1L7U934,E,407,PF11951,192010
A0A1L7UC27,E,158,PF04110,948311
A0A1L7UFR5,E,750,mobidb-lite,948311
A0A1L7UJ22,E,1841,mobidb-lite,948311
A0A1L7UPL4,E,355,mobidb-lite,948311
A0A1L7UQE6,E,463,mobidb-lite,948311
A0A1L7WEK4,E,1536,mobidb-lite,576137
A0A1L7WJ10,E,1075,PF00400,576137
A0A1L7WNY0,E,264,PF13847,576137
A0A1L7WRD6,E,361,PF00400,576137
A0A1L7WS82,E,541,PF02894,576137
A0A1L7WZS6,E,894,mobidb-lite,576137
A0A1L7WZS7,E,436,PF03198,576137
A0A1L7X3U4,E,145,PF01783,576137
A0A1L7XIV0,E,779,LowComplexity,576137
A0A1L7XL39,E,1034,CoiledCoil,576137
A0A1L7XUU0,E,435,mobidb-lite,576137
A0A1L8DG24,E,276,mobidb-lite,330878
A0A1L8DIP9,E,227,PF07716,330878
A0A1L8DLW1,E,284,mobidb-lite,330878
A0A1L8DLY4,E,364,PF06809,330878
A0A1L8DSS0,E,735,PF01485,330878
A0A1L8DVI9,E,1087,PF00839,330878
A0A1L8E8W4,E,557,PF02770,7368
A0A1L8EA22,E,89,PF00014,7368
A0A1L8EBI0,E,276,PF13855,7368
A0A1L8EEN4,E,656,mobidb-lite,7368
A0A1L8EQV0,E,272,PF00378,8355
A0A1L8ESX3,E,3675,PF00053,8355
A0A1L8EW21,E,1789,PF06512,8355
A0A1L8FA44,E,510,mobidb-lite,8355
A0A1L8FQW7,E,513,PF01437,8355
A0A1L8FTR2,E,180,mobidb-lite,8355
A0A1L8FZ14,E,814,CoiledCoil,8355
A0A1L8G0G1,E,4578,mobidb-lite,8355
A0A1L8G0J1,E,3693,mobidb-lite,8355
A0A1L8G330,E,362,PF00001,8355
A0A1L8G5N0,E,410,PF00003,8355
A0A1L8G640,E,820,PF00488,8355
A0A1L8G798,E,287,PF00270,8355
A0A1L8GSL7,E,454,PF00180,8355
A0A1L8GV51,E,234,PF00240,8355
A0A1L8GX83,E,1806,PF00028,8355
A0A1L8GYB8,E,468,PF00400,8355
A0A1L8GYJ1,E,518,mobidb-lite,8355
A0A1L8H6U3,E,195,PF00069,8355
A0A1L8H8H9,E,659,PF00620,8355
A0A1L8HBN2,E,523,PF13445,8355
A0A1L8HQE8,E,1095,mobidb-lite,8355
A0A1L8HTW1,E,914,PF01422,8355
A0A1M2VRH2,E,2103,mobidb-lite,154538
A0A1M2VTB9,E,1240,mobidb-lite,154538
A0A1M2VVQ4,E,748,mobidb-lite,154538
A0A1M2VVZ6,E,459,mobidb-lite,154538
A0A1M2VZQ6,E,307,PF01398,154538
A0A1M2W0F0,E,173,mobidb-lite,154538
A0A1M2W3Q7,E,546,mobidb-lite,154538
A0A1N6MBZ2,E,533,PF00083,197054
A0A1N7TD40,E,261,PF01348,378713
A0A1P6BI48,E,220,PF13869,6279
A0A1P6C4G0,E,1072,mobidb-lite,6279
A0ASQ1,E,200,PF00115,313638
A0BBP4,E,3602,PF15913,5888
A0BDM5,E,1000,PF07885,5888
A0BPH9,E,313,PF00249,5888
A0BPS0,E,887,PF01833,5888
A0BVI0,E,371,PF00724,5888
A0BYR1,E,912,mobidb-lite,5888
A0C7T8,E,560,mobidb-lite,5888
A0CDK1,E,2822,PF02815,5888
A0CNJ9,E,1365,PF00005,5888
A0CZN6,E,481,PF00069,5888
A0D022,E,369,PF00498,5888
A0D2A8,E,467,PF09458,5888
A0D3F7,E,284,PF02493,5888
A0D3M1,E,1795,PF00169,5888
A0DK07,E,1153,PF06337,5888
A0DQ96,E,616,PF00198,5888
A0E6F3,E,1229,PF00069,5888
A0E8T5,E,2251,PF13948,5888
A0EEK1,E,247,PF00043,5888
A0PHL5,E,651,PF00662,110866
A0S838,E,152,PF00361,361061
A1DPK7,E,178,PF04062,8355
A1IM63,E,601,mobidb-lite,209010
A1IMY3,E,231,PF00361,92438
A1K1B0,E,175,PF08263,70976
A1L2D4,E,606,mobidb-lite,7955
A1L3G3,E,472,mobidb-lite,8355
A1X1S5,E,379,PF00033,148067
A1ZBW4,E,315,PF00013,7227
A2A109,E,249,PF00249,4120
A2DH66,E,455,mobidb-lite,5722
A2DS33,E,378,PF00128,5722
A2DVG8,E,322,PF00400,5722
A2E7G0,E,240,PF12943,5722
A2EE85,E,5481,CoiledCoil,5722
A2EMN1,E,2460,PF14844,5722
A2ET16,E,154,PF00211,5722
A2F3U9,E,147,PF13390,5722
A2FMB2,E,192,PF00071,5722
A2GBH8,E,279,PF04383,5722
A2GK21,E,250,PF12943,5722
A2GXP7,E,204,PF10544,5722
A2GZW1,E,174,PF12943,5722
A2I5V9,E,377,PF01699,320580
A2Q5Q7,E,901,PF04065,3880
A2RV37,E,1152,PF07717,7955
A2T3G1,E,3276,CoiledCoil,5661
A2TA79,E,425,PF03160,291264
A2TF14,E,233,PF01182,7091
A2VE11,E,610,mobidb-lite,9913
A3KLM5,E,156,PF00081,50429
A3KPJ7,E,696,PF06350,7955
A3RCQ7,E,85,PF03791,158159
A3RIJ4,E,647,PF00662,351462
A4H744,E,644,mobidb-lite,5660
A4HEZ7,E,2413,PF02493,5660
A4HH58,E,318,PF14226,5660
A4HTS3,E,258,PF00730,5671
A4I1G3,E,840,mobidb-lite,5671
A4I4B2,E,578,PF01422,5671
A4I5Y5,E,531,PF05091,5671
A4I8E0,E,2625,CoiledCoil,5671
A4I978,E,958,mobidb-lite,5671
A4IBT9,E,371,mobidb-lite,5671
A4JYE5,E,796,PF01403,7955
A4K2M6,E,111,mobidb-lite,9555
A4K533,E,617,PF00012,30331
A4K9J0,E,199,PF00163,388477
A4KCL0,E,939,PF00028,31033
A4KVT1,E,231,PF00119,571338
A4KZ75,E,345,PF00361,109178
A4QIL1,E,380,PF00032,206100
A4QNY2,E,1302,mobidb-lite,7955
A4USG6,E,181,PF00129,9606
A4VAL4,E,3038,mobidb-lite,7739
A4ZXD8,E,131,PF00110,436418
A5AD42,E,753,PF01246,29760
A5AHB2,E,1139,PF10551,29760
A5AIP6,E,1573,PF13976,29760
A5AXZ4,E,300,mobidb-lite,29760
A5AZJ3,E,241,PF02181,29760
A5B2A6,E,1207,PF07727,29760
A5B4C7,E,761,PF12854,29760
A5B6W5,E,335,PF00248,29760
A5BD19,E,738,PF12796,29760
A5BKC2,E,318,PF04072,29760
A5BKD1,E,1132,mobidb-lite,29760
A5BR73,E,549,PF09118,29760
A5GZ76,E,717,PF00696,59970
A5H227,E,144,PF00264,4568
A5HBZ0,E,246,PF00115,44664
A5JDU5,E,127,PF00821,309941
A5JQ01,E,98,PF00969,52904
A5LGV8,E,170,PF04997,418297
A5PFJ4,E,342,PF07732,44608
A5WUM1,E,1054,mobidb-lite,7955
A5WWG3,E,173,mobidb-lite,7955
A5YZT3,E,633,PF03936,4577
A5Z282,E,173,PF00255,3988
A6N9V5,E,161,PF01157,140564
A6XN47,E,148,PF00032,419240
A6YGD2,E,37,PF00444,34116
A6YIY0,E,3779,mobidb-lite,256737
A6YMG1,E,135,PF00238,376549
A6YMS7,E,110,PF01248,452808
A7AN24,E,314,mobidb-lite,5865
A7AT38,E,1303,mobidb-lite,5865
A7AU33,E,1166,PF08367,5865
A7DWS0,E,100,PF10690,29158
A7J3M4,E,364,PF00097,219177
A7KFF2,E,889,PF12940,262121
A7LHF1,E,897,PF10613,8305
A7RFP1,E,257,PF00629,45351
A7RGE4,E,662,PF07645,45351
A7RM59,E,89,PF02953,45351
A7RT47,E,208,PF14497,45351
A7RZG6,E,1854,PF00168,45351
A7S7E3,E,8745,PF00092,45351
A7SKU3,E,626,PF00415,45351
A7SLP1,E,243,PF00400,45351
A7SPX6,E,186,PF14604,45351
A7STW1,E,306,PF00002,45351
A7T0J6,E,415,PF07690,45351
A7T144,E,653,PF00012,45351
A7T9H7,E,304,PF00778,45351
A7UTE1,E,438,PF13793,7165
A7UV52,E,5072,mobidb-lite,7165
A7WPJ1,E,273,PF00129,9606
A7Y0N3,E,344,PF06444,38889
A7YVD9,E,878,PF00004,35717
A8B8F0,E,1039,mobidb-lite,7227
A8BY72,E,219,PF00115,433723
A8CPV6,E,183,PF00115,468596
A8DS24,E,642,LowComplexity,117008
A8E4X0,E,440,PF01237,8364
A8E530,E,260,PF10601,7955
A8HF22,E,242,PF00361,6549
A8HP81,E,263,PF03462,3055
A8HSU4,E,143,PF14437,3055
A8HTB9,E,476,PF13640,3055
A8HYX6,E,1333,mobidb-lite,3055
A8I426,E,1435,PF00271,4577
A8IBI1,E,152,PF00179,3055
A8IFT8,E,1950,mobidb-lite,3055
A8ITH2,E,68,PF02341,3055
A8IV68,E,413,PF01554,3055
A8JGS1,E,363,mobidb-lite,3055
A8K161,E,489,mobidb-lite,9606
A8K2G7,E,1213,CoiledCoil,9606
A8K440,E,393,PF02196,9606
A8KS24,E,370,PF03171,45339
A8QKT4,E,216,PF00361,1431682
A8QZD4,E,436,PF11883,3711
A8R6K8,E,496,PF12940,149982
A8RAC9,E,228,PF00116,451406
A8VTA8,E,54,PF00405,9915
A8WEW0,E,450,PF03953,53992
A8WHL0,E,950,mobidb-lite,7227
A8WMV6,E,418,PF14008,6238
A8WR46,E,326,PF01239,6238
A8WSF4,E,304,mobidb-lite,6238
A8WY21,E,401,PF00432,6238
A8XAE7,E,1556,mobidb-lite,6238
A8XFU5,E,284,PF01391,6238
A8XUF5,E,148,PF01088,6238
A8XVJ4,E,920,PF00008,6238
A8XW16,E,972,PF03353,6238
A8XZT9,E,3032,PF14222,6238
A8Y143,E,465,PF05978,6238
A9BLC1,E,724,PF00493,464988
A9CR80,E,1169,mobidb-lite,4097
A9J5V3,E,93,PF01907,141832
A9LHL9,E,611,PF00517,9940
A9P281,E,337,PF00642,3332
A9P6A3,E,186,PF00033,248868
A9PGY1,E,299,PF00153,3694
A9QAC2,E,309,PF03143,44322
A9QC66,E,689,PF00623,28494
A9QWD0,E,160,PF16102,8313
A9RDV8,E,365,PF04577,3218
A9RF50,E,936,mobidb-lite,3218
A9RJ43,E,411,PF07767,3218
A9S3M3,E,267,PF01095,3218
A9S7P1,E,688,PF02806,3218
A9S9B0,E,1100,mobidb-lite,3218
A9SD26,E,582,mobidb-lite,3218
A9SJA5,E,426,PF12894,3218
A9SL85,E,756,mobidb-lite,3218
A9SN07,E,142,mobidb-lite,3218
A9SWS7,E,744,mobidb-lite,3218
A9T8F0,E,358,PF00153,3218
A9TB11,E,1175,PF08264,3218
A9TDM9,E,356,PF14692,3218
A9TG40,E,463,mobidb-lite,3218
A9TN62,E,1697,PF00637,3218
A9U173,E,1510,PF16135,3218
A9U8G1,E,379,PF08240,4565
A9US93,E,120,PF01248,81824
A9UT44,E,1151,mobidb-lite,81824
A9UYZ0,E,815,mobidb-lite,81824
A9UZ53,E,4117,PF00028,81824
A9V3I5,E,711,mobidb-lite,81824
A9V411,E,1632,LowComplexity,81824
A9VBV4,E,167,PF06658,81824
A9VDY4,E,214,PF12796,81824
A9X9A6,E,139,PF00115,37629
A9XE94,E,259,PF00704,5544
A9Y511,E,191,PF04997,304747
A9YG83,E,202,PF08395,7227
A9YZW8,E,340,PF16517,10090
B0B720,E,466,PF00016,29663
B0F2G7,E,289,mobidb-lite,4837
B0FKF6,E,48,PF07732,175245
B0FSW5,E,62,PF00149,442583
B0LKP4,E,229,PF00043,7091
B0R182,E,480,PF00864,7955
B0W0T2,E,598,PF00005,7176
B0W1L8,E,971,mobidb-lite,7176
B0W2D0,E,214,PF00717,7176
B0W8Y4,E,282,PF08445,7176
B0WAP9,E,1292,mobidb-lite,7176
B0WBA8,E,527,PF00400,7176
B0WT71,E,810,mobidb-lite,7176
B0X1D9,E,340,mobidb-lite,7176
B0XA40,E,657,PF01757,7176
B0XDR3,E,1033,PF00028,7176
B0XKA0,E,495,PF13181,7176
B0YPS3,E,1091,PF05758,280810
B0Z526,E,88,PF00886,482428
B1A9T7,E,283,PF00487,220689
B1GX83,E,559,PF00786,8355
B1H1T6,E,599,PF01363,8355
B1H3F9,E,577,CoiledCoil,8364
B1X464,E,82,PF05421,39717
B2BJJ7,E,346,PF00361,357692
B2BVQ7,E,128,PF00110,480598
B2BY98,E,461,PF00016,489353
B2BZC4,E,350,mobidb-lite,4565
B2CBK2,E,309,PF03143,270388
B2CCU8,E,371,PF01530,7227
B2CK99,E,112,PF02800,510187
B2GTF5,E,449,PF01553,7955
B2L042,E,802,PF12357,2711
B2L5U4,E,124,PF00042,105427
B2NIZ0,E,334,PF03953,3914
B2RXM1,E,696,PF13855,10090
B2VPY2,E,591,PF00078,350572
B2WYP2,E,340,PF06444,592668
B2X1Z3,E,1947,PF04997,55995
B2XQI6,E,603,PF00361,9606
B2Y805,E,380,PF00033,62171
B2ZA78,E,1010,PF02843,10029
B2ZPJ8,E,402,PF00019,9606
B3EWN6,E,30,PF00228,3860
B3EZ15,E,191,PF00115,413681
B3F003,E,380,PF00033,437756
B3H7J3,E,1122,PF00176,3702
B3KPQ9,E,733,PF16534,9606
B3KVK6,E,351,PF00090,9606
B3LWV7,E,499,PF08451,7217
B3M3L4,E,608,PF07679,7217
B3M4I1,E,457,PF11581,7217
B3M6Z7,E,2257,mobidb-lite,7217
B3M8T6,E,1978,PF06461,7217
B3MBH6,E,433,PF13506,7217
B3MDR0,E,255,PF12937,7217
B3MPU9,E,952,PF00168,7217
B3MRY7,E,220,mobidb-lite,7217
B3MT03,E,261,PF01607,7217
B3MU91,E,1404,PF02463,7217
B3MUD4,E,398,PF02949,7217
B3MWR1,E,122,PF15868,7217
B3MX68,E,2881,mobidb-lite,7217
B3N136,E,823,PF00017,7217
B3N520,E,507,PF00856,7220
B3N594,E,174,PF10542,7220
B3NF89,E,477,PF00084,7220
B3NGS5,E,1074,mobidb-lite,7220
B3NHM3,E,2890,CoiledCoil,7220
B3NRL0,E,1318,CoiledCoil,7220
B3NS41,E,1980,LowComplexity,7220
B3NWN8,E,443,PF01063,7220
B3P4P6,E,1177,PF02207,7220
B3P6H8,E,635,mobidb-lite,7220
B3P7N7,E,683,mobidb-lite,7220
B3RIC1,E,796,PF07679,10228
B3RKP6,E,189,PF07962,10228
B3RNK3,E,497,PF00067,10228
B3RNP6,E,504,PF00629,10228
B3RP79,E,2749,PF00612,10228
B3RPA5,E,344,PF00153,10228
B3RRI5,E,304,mobidb-lite,10228
B3RRK0,E,251,PF00008,10228
B3S2H3,E,204,PF13911,10228
B3S2M1,E,1436,CoiledCoil,10228
B3S5C5,E,814,PF02209,10228
B3S750,E,890,mobidb-lite,10228
B3SAW3,E,872,PF12894,10228
B3SWK5,E,128,PF00115,110520
B4DZQ7,E,420,PF00271,9606
